movie_id,description,language,rating,writer,director,cast,genre,name,,,,,
tt641,"The filmed adaptation from David Benioff's novel of the same name. Set in New York, a convicted drug dealer named Monty has one day left of freedom before he is sent to prison. Anger, blame, frustration, betrayal, guilt and loneliness are themes on this last day of friends, family, parties, saying goodbye, and setting things straight. A Spike Lee joint.", English ,7.9,,,,"""Crime"", ""Drama"", ""Romance"", ""Thriller""",Requiem for a Dream,,,,,
tt27686,"Corky, a tough female ex con and her lover Violet concoct a scheme to steal millions of stashed mob money and pin the blame on Violet's crooked boyfriend Caeser.", English ,6.2,,,,"""Crime"", ""Drama""",State Fair,,,,,
tt65749,The hopes and dreams of four ambitious people are shattered when their drug addictions begin spiraling out of control. A look into addiction and how it overcomes the mind and body.,Spanish,6.8,,,,"""Music"", ""Romance""",Tango no me dejes nunca,,,,,
tt6106,"During their annual visit to the Iowa State Fair, the Frake family enjoy many adventures. Proud patriarch Abel (Charles Winninger) has high hopes for his champion swine Blueboy; and his wife Melissa (Fay Bainter) enters the mincemeat and pickles contest...with hilarious results.", English ,7,,,,"""Drama"", ""Foreign"", ""Romance""",Salvador,,,,,
tt252680,A dangerous love affair inspires a director to create the most spectacular and bodly seductive dance film ever made. 1998 Oscar Nominee Best Foreign Language Film., English ,5.5,,,,"""Drama""",Moms' Night Out,,,,,
tt141,A second rated journalist from the US tries his luck in El Salvador during the military dictatorship in the 1980s., English ,7.7,,,,"""Comedy""",Donnie Darko,,,,,
tt66607,"Yearning for an evening without their kids, some friends plan a night out. But to do this, their husbands need to watch the kids. What can go wrong?", English ,6.1,,,,"""Fantasy"", ""Drama"", ""Mystery""",Salvando al Soldado Perez,,,,,
tt17139,"After narrowly escaping a bizarre accident, a troubled teenager is plagued by visions of a large bunny rabbit that manipulates him to commit a series of crimes.",Dutch,7.7,,,,"""Action"", ""Comedy"", ""Foreign""",Karakter,,,,,
tt12079,"La vida ha llevado a Julián Pérez por caminos equivocados, pero el destino le presentará a este hombre la oportunidad de encontrar su redención cuando es enviado a la misión más peligrosa y noble de toda su vida, una misión ordenada por la única autoridad que todavía respeta, su madre, Doña Elvira. Julián debe viajar hasta el otro extremo del mundo, a un lugar llamado Irak, a traer de vuelta vivo, a su hermano menor el soldado de infantería Juan Pérez. Con la promesa hecha, Julián Pérez regresa a su natal Sinaloa donde reclutará a un comando de elite, destinado a cumplir una misión suicida: viajar a Irak y salvar al soldado Pérez.", English ,6.6,,,,"""Drama"", ""Foreign"", ""History""",Spun,,,,,
tt39800,"J.W. Katadreuffe is the son of Joba Katadreuffe and A.B. Drevenhaven. Though fully neglected by Joba, Dreverhaven ensures the succesfull career of his son. Mostly unseen, though he sues his son a few times. The son Katadreuffe succeeds, but at great costs.", English ,6.3,,,,"""Comedy"", ""Crime"", ""Drama""",Life During Wartime,,,,,
tt4550,"Over the course of three days Ross, a college dropout addicted to crystal-meth, encounters a variety of oddball folks - including a stripper named Nikki and her boyfriend, the local meth producer, The Cook - but all he really wants to do is hook up with his old girlfriend, Amy.",Korean,7.4,,,,"""Comedy"", ""Drama""",ÏπúÏ†àÌïú Í∏àÏûêÏî®,,,,,
tt62116,"Friends, family, and lovers struggle to find love, forgiveness, and meaning in an almost war-torn world riddled with comedy and pathos. Follows Solondz's film Happiness (1998).", French ,6.2,,,,"""Drama"", ""Thriller""",Nannerl la soeur de Mozart,,,,,
tt9991,"After a 13-year imprisonment for the kidnap and murder of a 6 year old boy, beautiful Lee Guem-ja starts seeking revenge on the man that was really responsible for the boy's death. With the help of fellow inmates and reunited with her daughter, she gets closer and closer to her goal. But will her actions lead to the relief she seeks?", English ,6,,,,"""Drama""",Mean Machine,,,,,
tt13807,"A re-imagined account of the early life of Maria Anna 'Nannerl' Mozart, five years older than Wolfgang and a musical prodigy in her own right.",Mandarin,7,,,,"""Comedy"", ""Drama""",Êîæ‚ÄßÈÄê,,,,,
tt68818,"Disgraced ex-England captain (Danny 'Mean Machine' Meehan) is thrown in jail for assaulting two police officers. He keeps his head down and has the opportunity to forget everything and change the lives of the prisoners. These prisoners have the chance to put one over the evil guards. The prisoners are lead by Danny and the whole of the prison, guards aside, are behind them.", English ,6.6,,,,"""Action"", ""Crime"", ""Thriller""",Blackthorn,,,,,
tt12093,"A friendship is formed between an ex-gangster, and two groups of hitmen - those who want to protect him and those who were sent to kill him.",Swedish,7.7,,,,"""Adventure"", ""Action"", ""Western""",Lilja 4-Ever,,,,,
tt36419,"In Bolivia, Butch Cassidy (now calling himself James Blackthorne) pines for one last sight of home, an adventure that aligns him with a young robber and makes the duo a target for gangs and lawmen alike.", English ,5.4,,,,"""Crime"", ""Drama""",After.Life,,,,,
tt281730,"Lilya lives in poverty and dreams of a better life. Her mother moves to the United States and abandons her to her aunt, who neglects her. Lilya hangs out with her friends, Natasha and Volodya, who is suicidal. Desperate for money, she starts working as a prostitute, and later meets Andrei. He offers her a good job in Sweden, but when Lilya arrives her life quickly enters a downward spiral.", English ,5.3,,,,"""Drama"", ""Horror"", ""Mystery"", ""Thriller""",Fugly,,,,,
tt510,"A young woman caught between life and death... and a funeral director who appears to have the gift of transitioning the dead, but might just be intent on burying her alive.", English ,8.2,,,,"""Comedy"", ""Drama"", ""Thriller""",One Flew Over the Cuckoo's Nest,,,,,
tt362105,"It is a story of 4 friends - Dev, Gaurav, Aditya &amp; Devi. The cast is young &amp; fresh. They are at the cusp of their lives - The college has just about finished, but career path is yet to be set. These are the last few days of true freedom that we have all gone through, and still cherish. These friends are conscientious, they will have fun but would never cross the boundaries - They all have dreams and expectations from life, but as they say - man proposes, god disposes. Their fun filled and care free life comes to an abrupt halt, when they are faced with an extremely corrupt and seemingly fearless Police Officer. This puts a series of events in motion which will test their friendship and characters - their life becomes 'Fugly'.", English ,6.9,,,,"""Drama""",R.L. Stine's Monsterville: The Cabinet of Souls,,,,,
tt10970,"While serving time for insanity at a state mental hospital, implacable rabble-rouser, Randle Patrick McMurphy inspires his fellow patients to rebel against the authoritarian rule of head nurse, Mildred Ratched.", English ,6.7,,,,"""Comedy"", ""Horror""",Silent Movie,,,,,
tt375290,Teenage friends must resist the spell of an evil showman staging a house of horrors show in their small town.,Hindi,7.3,,,,"""Comedy""",Airlift,,,,,
tt17663,"Aspiring filmmakers Mel Funn, Marty Eggs and Dom Bell go to a financially troubled studio with an idea for a silent movie. In an effort to make the movie more marketable, they attempt to recruit a number of big name stars to appear, while the studio's creditors attempt to thwart them. The film contains only one word of dialogue, spoken by an unlikely source.", English ,8.2,,,,"""Thriller"", ""Action"", ""Drama"", ""History""",Anne of Green Gables,,,,,
tt270938,"When Iraq invades Kuwait in August, 1990, a callous Indian businessman becomes the spokesperson for more than 170,000 stranded countrymen.", English ,5.5,,,,"""Drama"", ""Family""",Falcon Rising,,,,,
tt116613,"At the turn of the century on Prince Edward Island, Matthew Cuthbert and his sister Marilla decide to take on an orphan boy as help for their farm. But they get an unexpected jolt when they're mistakenly sent a girl instead: Anne Shirley. Anne's a dreamer with an unusual point of view, far removed from Marilla's pragmatic ways, and it's only on trial that Marilla agrees to keep Anne.", English ,5.7,,,,"""Adventure"", ""Action""",The Sweeney,,,,,
tt11826,"Chapman is an ex-marine in Brazil's slums, battling the yakuza outfit who attacked his sister and left her for dead.", English ,7,,,,"""Action"", ""Drama"", ""Crime""",Sexy Beast,,,,,
tt29920,"Based on the '70s UK TV show, The Sweeney is an action-packed British police thriller from the director of Football Factory. Jack Regan (Ray Winstone), a hardened cop who doesn’t play by the rules, is confronted with a criminal from his past. With sidekick George Carter (Ben Drew aka Plan B) they are put on the case of a jewellery store heist that ends in a killing. But is that killing really an execution in disguise? With pressure from his boss and the fact that Regan is having an affair with that boss’s wife, it’s not going to be easy for him to stay out of trouble.",Swedish,6.5,,,,"""Crime"", ""Drama"", ""Thriller""",Snabba Cash,,,,,
tt1088,"Gary is a former gangster who has made a modest amount of money from his criminal career. Happy to put his life of crime behind him, he has retired with his wife Deedee to the sunny bliss of rural Spain, where he lives an idyllic life with his family and a few close friends. But Gary's contentment is ruptured by an unwelcome visitor from his past. Don.", English ,7.1,,,,"""Drama"", ""Thriller"", ""Crime""",Whale Rider,,,,,
tt26379,"A three-tiered story centered around drugs and organized crime, and focused on a young man who becomes a runner for a coke dealer.", English ,6.6,,,,"""Drama"", ""Family""",Paa,,,,,
tt34069,"On the east coast of New Zealand, the Whangara people believe their presence there dates back a thousand years or more to a single ancestor, Paikea, who escaped death when his canoe capsized by riding to shore on the back of a whale. From then on, Whangara chiefs, always the first-born, always male, have been considered Paikea's direct descendants. Pai, an 11-year-old girl in a patriarchal New Zealand tribe, believes she is destined to be the new chief. But her grandfather Koro is bound by tradition to pick a male leader. Pai loves Koro more than anyone in the world, but she must fight him and a thousand years of tradition to fulfill her destiny.",German,5.9,,,,"""Drama"", ""Family"", ""Foreign""",Cargo,,,,,
tt10947,"He suffers from a progeria like syndrome. Mentally he is 13 but physically he looks 5 times older. In spite of his condition, Auro is a very happy boy. He lives with his mother Vidya, who is a gynaecologist. Amol is young, progressive politician. He is a man with a mission. Auro is Amol's son. Paa is a 'rare' story about a father-son, son-father relationship.", English ,6.1,,,,"""Thriller"", ""Mystery"", ""Science Fiction""",High School Musical,,,,,
tt47452,The story of CARGO takes place on rusty space-freighter KASSANDRA on its way to Station 42. The young medic LAURA is the only one awake on board while the rest of the crew lies frozen in hibernation sleep. In 4 months will Laura's shift be over., English ,6.9,,,,"""Comedy"", ""Drama"", ""Family"", ""Music"", ""TV Movie""",Love and Death on Long Island,,,,,
tt3040,"Troy (Zac Efron), the popular captain of the basketball team, and Gabriella (Vanessa Anne Hudgens), the brainy and beautiful member of the academic club, break all the rules of East High society when they secretly audition for the leads in the school's musical. As they reach for the stars and follow their dreams, everyone learns about acceptance, teamwork, and being yourself. And it's all set to fun tunes and very cool dance moves!",Russian,6.3,,,,"""Drama"", ""Romance"", ""Foreign""",–ù–æ—á–Ω–æ–π –¥–æ–∑–æ—Ä,,,,,
tt11386,"Giles De'Ath is a widower who doesn't like anything modern. He goes to movies and falls in love with film star, Ronnie Bostock. He then investigates everything about the movie and Ronnie. After that he travels to Long Island city where Ronnie lives and meets him, pretending that Ronnie is a great actor and that's why Giles admires him.", English ,6.9,,,,"""Fantasy"", ""Action"", ""Thriller""",The Crying Game,,,,,
tt10246,"Among normal humans live the ""Others"" possessing various supernatural powers. They are divided up into the forces of light and the forces of the dark, who signed a truce several centuries ago to end a devastating battle. Ever since, the forces of light govern the day while the night belongs to their dark opponents. In modern day Moscow the dark Others actually roam the night as vampires while a ""Night Watch"" of light forces, among them Anton, the movie's protagonist, try to control them and limit their outrage", English ,6.1,,,,"""Romance"", ""Crime"", ""Drama"", ""Thriller""",Porky's,,,,,
tt29426,"Irish Republican Army member Fergus (Stephen Rea) forms an unexpected bond with Jody (Forest Whitaker), a kidnapped British soldier in his custody, despite the warnings of fellow IRA members Jude (Miranda Richardson) and Maguire (Adrian Dunbar). Jody makes Fergus promise he'll visit his girlfriend, Dil (Jaye Davidson), in London, and when Fergus flees to the city, he seeks her out. Hounded by his former IRA colleagues, he finds himself increasingly drawn to the enigmatic, and surprising, Dil.", English ,4.6,,,,"""Comedy""",Survival of the Dead,,,,,
tt10331,"Set in 1954, a group of Florida high schoolers seek out to lose their virginity which leads them to seek revenge on a sleazy nightclub owner and his redneck sheriff brother for harassing them.", English ,7.5,,,,"""Horror"", ""Science Fiction""",Night of the Living Dead,,,,,
tt153,"On an island off the coast of North America, local residents simultaneously fight a zombie epidemic while hoping for a cure to return their un-dead relatives back to their human state.", English ,7.3,,,,"""Horror""",Lost in Translation,,,,,
tt703,"A group of people try to survive an attack of bloodthirsty zombies while trapped in a rural Pennsylvania farmhouse. Although not the first zombie film, Night of the Living Dead is the progenitor of the contemporary ""zombie apocalypse"" horror film, and it greatly influenced the modern pop-culture zombie archetype.", English ,7.8,,,,"""Drama""",Annie Hall,,,,,
tt27191,"Two lost souls visiting Tokyo -- the young, neglected wife of a photographer and a washed-up movie star shooting a TV commercial -- find an odd solace and pensive freedom to be real in each other's company, away from their lives in America.", English ,6.6,,,,"""Comedy"", ""Drama"", ""Romance""",The Greatest Show on Earth,,,,,
tt1365,"In the city of New York, comedian Alvy Singer falls in love with the ditsy Annie Hall.", English ,6.5,,,,"""Action"", ""Drama"", ""Romance""",Monster's Ball,,,,,
tt287424,"To ensure a full profitable season, circus manager Brad Braden engages The Great Sebastian, though this moves his girlfriend Holly from her hard-won center trapeze spot. Holly and Sebastian begin a dangerous one-upmanship duel in the ring, while he pursues her on the ground.", English ,5.2,,,,"""Drama"", ""Romance""",Maggie,,,,,
tt451,"Set in the southern USA, a racist white man, Hank, falls in love with a black woman named Leticia. Ironically, Hank is a prison guard working on Death Row who executed Leticia's husband. Hank and Leticia's inter-racial affair leads to confusion and new ideas for the two unlikely lovers.", English ,7.1,,,,"""Horror""",Leaving Las Vegas,,,,,
tt165864,"There's a deadly zombie epidemic threatening humanity, but Wade, a small-town farmer and family man, refuses to accept defeat even when his daughter Maggie becomes infected. As Maggie's condition worsens and the authorities seek to eradicate those with the virus, Wade is pushed to the limits in an effort to protect her. Joely Richardson co-stars in this post-apocalyptic thriller.", English ,4.8,,,,"""Drama"", ""Romance""",Hansel and Gretel Get Baked,,,,,
tt987,"Ben Sanderson, an alcoholic Hollywood screenwriter who lost everything because of his drinking, arrives in Las Vegas to drink himself to death. There, he meets and forms an uneasy friendship and non-interference pact with prostitute Sera.", English ,6.9,,,,"""Horror"", ""Comedy""",The Front Page,,,,,
tt241251,"An intense new marijuana strain named “Black Forest” is taking Los Angeles by storm, and Gretel’s stoner boyfriend can’t get enough. But when the old woman growing the popular drug (Lara Flynn Boyle) turns out to be an evil witch, cooking and eating her wasted patrons for their youth, Gretel and her brother Hansel must save him from a gruesome death — or face the last high of their lives.", English ,4.1,,,,"""Romance"", ""Drama"", ""Comedy""",The Boy Next Door,,,,,
tt40494,A journalist suffering from burn-out wants to finally say goodbye to his office – but his boss doesn’t like the idea one bit., English ,6.4,,,,"""Thriller""",Trapeze,,,,,
tt39781,"A recently cheated on married woman falls for a younger man who has moved in next door, but their torrid affair soon takes a dangerous turn.", English ,6.5,,,,"""Drama""",The Kids Are All Right,,,,,
tt8337,"A pair of men try to perform the dangerous ""triple"" in their trapeze act. Problems arise when the duo is made into a trio following the addition of a sexy female performer.", English ,7.1,,,,"""Comedy"", ""Drama""",They Live,,,,,
tt5925,"Two women, Nic and Jules, brought a son and daughter into the world through artificial insemination. When one of their children reaches age, both kids go behind their mothers' backs to meet with the donor. Life becomes so much more interesting when the father, two mothers and children start to become attached to each other.", English ,7.8,,,,"""Action"", ""Horror"", ""Science Fiction"", ""Thriller""",The Great Escape,,,,,
tt8357,"Nada, a down-on-his-luck construction worker, discovers a pair of special sunglasses. Wearing them, he is able to see the world as it really is: people being bombarded by media and government with messages like ""Stay Asleep"", ""No Imagination"", ""Submit to Authority"". Even scarier is that he is able to see that some usually normal-looking people are in fact ugly aliens in charge of the massive campaign to keep humans subdued.", English ,5.8,,,,"""Adventure"", ""Drama"", ""History"", ""Thriller"", ""War""",What the #$*! Do We (K)now!?,,,,,
tt146203,"The Nazis, exasperated at the number of escapes from their prison camps by a relatively small number of Allied prisoners, relocates them to a high-security 'escape-proof' camp to sit out the remainder of the war. Undaunted, the prisoners plan one of the most ambitious escape attempts of World War II. Based on a true story.", English ,4.4,,,,"""Documentary""",The Last Exorcism Part II,,,,,
tt85350,"Amanda (Marlee Maitlin) is a divorced woman who makes a living as a photographer. During the Fall of the year Amanda begins to see the world in new and different ways when she begins to question her role in life, her relationships with her career and men and what it all means. As the layers to her everyday experiences fall away insertions in the story with scientists, and philosophers and religious leaders impart information directly to an off-screen interviewer about academic issues, and Amanda begins to understand the basis to the quantum world beneath. During her epiphany as she considers the Great Questions raised by the host of inserted thinkers, Amanda slowly comprehends the various inspirations and begins to see the world in a new way.", English ,7.5,,,,"""Horror"", ""Thriller""",Boyhood,,,,,
tt512,"As Nell Sweetzer tries to build a new life after the events of the first movie, the evil force that once possessed her returns with an even more horrific plan.", English ,6.4,,,,"""Drama""",Scoop,,,,,
tt13408,"The film tells a story of a divorced couple trying to raise their young son. The story follows the boy for twelve years, from first grade at age 6 through 12th grade at age 17-18, and examines his relationship with his parents as he grows.", English ,5.3,,,,"""Comedy"", ""Mystery""",The Wash,,,,,
tt47816,"An American journalism student in London scoops a big story, and begins an affair with an aristocrat as the incident unfurls.", English ,5.9,,,,"""Action"", ""Comedy""",3 Strikes,,,,,
tt10744,"With the rent due and his car booted, Sean (Dr. Dre) has to come up with some ends...and fast. When his best buddy and roommate Dee Loc (Snoop Dogg), suggests that Sean get a job busting suds down at the local car wash.", English ,6.7,,,,"""Action"", ""Comedy"", ""Romance""",The Cooler,,,,,
tt11536,"Brian Hooks plays a character who is just released from jail. And the state adopts a ""3 strikes"" rule for felons that involves serious penalties. Hooks has 2 strikes, and wants to change his life for the better. When a friend picks him up, they are pulled over, and his friend shoots at police officers, and Hooks escapes. Now Hooks, a wanted man, must clear his name of having nothing to do with the shooting.", English ,6.8,,,,"""Drama"", ""Romance""",The Misfits,,,,,
tt9782,"(William H. Macy) works at a Las Vegas casino, where he uses his innate ability to bring about misfortune in those around him to jinx gamblers into losing. His imposing boss, Shelly Kaplow (Alec Baldwin), is happy with the arrangement. But Bernie finds unexpected happiness when he begins dating attractive waitress Natalie Belisario (Maria Bello).", English ,5.5,,,,"""Drama"", ""Action"", ""Romance""",The Night Listener,,,,,
tt18713,"While filing for a divorce, beautiful ex-stripper Roslyn Taber ends up meeting aging cowboy-turned-gambler Gay Langland and former World War II aviator Guido Racanelli. The two men instantly become infatuated with Roslyn and, on a whim, the three decide to move into Guido's half-finished desert home together. When grizzled ex-rodeo rider Perce Howland arrives, the unlikely foursome strike up a business capturing wild horses.", English ,4.8,,,,"""Drama"", ""Thriller""",The Jerky Boys,,,,,
tt6537,"In the midst of his crumbling relationship, a radio show host begins speaking to his biggest fan, a young boy, via the telephone. But when questions about the boy's identity come up, the host's life is thrown into chaos.",Spanish,7.1,,,,"""Comedy"", ""Crime""",El orfanato,,,,,
tt184345,"When two unemployed telephone pranksters decide to use their vocal ""talents"" to impersonate a Chicago mob boss and curry favor with organized crime in New York, the trouble begins. It isn't long before Johnny and Kamal (the ""Jerky Boys"" of crank call fame) are wanted by the local mafia, the police, and their neighbor.", English ,5.4,,,,"""Horror"", ""Drama"", ""Thriller""",A Haunted House 2,,,,,
tt1809,"A woman brings her family back to her childhood home, which used to be an orphanage, intent on reopening it. Before long, her son starts to communicate with a new invisible friend.", English ,6.3,,,,"""Comedy"", ""Horror""",The Rules of Attraction,,,,,
tt2370,"Having exorcised the demons of his ex, Malcolm is starting fresh with his new girlfriend and her two children. After moving into their dream home, however, Malcolm is once again plagued by bizarre paranormal events.", English ,6.1,,,,"""Comedy"", ""Drama"", ""Romance""",Topaz,,,,,
tt9809,"The incredibly spoiled and overprivileged students of Camden College are a backdrop for an unusual love triangle between a drug dealer, a virgin and a bisexual classmate.", English ,5.5,,,,"""Action"", ""Drama"", ""Mystery"", ""Thriller""",Let's Go to Prison,,,,,
tt5,"A French intelligence agent becomes embroiled in the Cold War politics first with uncovering the events leading up to the 1962 Cuban Missle Crisis, and then back to France to break up an international Russian spy ring.", English ,6.5,,,,"""Comedy"", ""Crime""",Four Rooms,,,,,
tt11013,"When a career criminal's plan for revenge is thwarted by unlikely circumstances, he puts his intended victim's son in his place by putting him in prison...and then joining him.", English ,6.7,,,,"""Crime"", ""Comedy""",Secretary,,,,,
tt19153,It's Ted the Bellhop's first night on the job...and the hotel's very unusual guests are about to place him in some outrageous predicaments. It seems that this evening's room service is serving up one unbelievable happening after another., English ,3.3,,,,"""Comedy"", ""Drama"", ""Romance""",The Real Cancun,,,,,
tt10132,"A young woman, recently released from a mental hospital, gets a job as a secretary to a demanding lawyer, where their employer-employee relationship turns into a sexual, sadomasochistic one.", English ,6.7,,,,"""Documentary""",Talk Radio,,,,,
tt16448,"Sixteen American college students drink, flirt, fight and canoodle during their Spring Break vacation in Cancun, Mexico.", English ,7.3,,,,"""Drama""",Waiting for Guffman,,,,,
tt15122,"A rude, contemptuous talk show host becomes overwhelmed by the hatred that surrounds his program just before it goes national.", English ,5.4,,,,"""Music"", ""Comedy""",Love Stinks,,,,,
tt8141,"Corky St. Clair is a director, actor and dancer in Blaine, Missouri. When it comes time to celebrate Blaine's 150th anniversary, Corky resolves to bring down the house in Broadway style in this hilarious mockumentary from the people who brought you ""This is Spinal Tap!""", English ,6.2,,,,"""Comedy"", ""Romance""",You Kill Me,,,,,
tt1546,"A movie about a relationship...that's worse than yours. Seth (Stewart), a sitcom writer-producer, meets Chelsea (Wilson), an interior decorator, at his best friend's (Bellamy) wedding. He's immediately sexually attracted to her while she's instantly attracted to his single-ness. They both ditch their wedding dates and start their own date that same night. The two become a couple, appearing very happy until after a couple of years of postponing a marriage proposal. When Chelsea realizes that Seth wants to remain single and together, she becomes quite bitter. In the next hour of the movie, the two engage in behavior that makes the War of the Roses look like child's play.", English ,6.1,,,,"""Comedy"", ""Crime"", ""Thriller"", ""Romance""",Thumbsucker,,,,,
tt48572,"While drying out on the West Coast, an alcoholic hit man befriends a tart-tongued woman who might just come in handy when it's time for him to return to Buffalo and settle some old scores.", English ,5.9,,,,"""Comedy"", ""Drama""",Red State,,,,,
tt14517,"Justin, a teenager boy, throws himself and everyone around him into chaos when he attempts to break free from his addiction to his thumb.", English ,6.6,,,,"""Horror"", ""Action"", ""Thriller""",Mirrormask,,,,,
tt89708,"Set in Middle America, a group of teens receive an online invitation for sex, though they soon encounter Christian fundamentalists with a much more sinister agenda.", English ,8,,,,"""Fantasy""",Samsara,,,,,
tt27551,"In a fantasy world of opposing kingdoms, a 15-year old girl must find the fabled MirrorMask in order to save the kingdom and get home", English ,5.1,,,,"""Drama"", ""Documentary""",The Barbarians,,,,,
tt64678,"Samsara is a word that describes the ever turning wheel of life. It is a concept both intimate and vast - the perfect subject for filmmakers Ron Fricke and Mark Magidson, whose previous collaborations include Chronos and Baraka, and who, in the last 20 years, have travelled to over 58 countries together in the pursuit of unique imagery.  Samsara takes the form of a nonverbal, guided meditation that will transform viewers in countries around the world as they are swept along a journey of the soul. Through powerful images pristinely photographed in 70mm and a dynamic music score, the film illuminates the links between humanity and the rest of the nature, showing how our life cycle mirrors the rhythm of the planet.", English ,6.5,,,,"""Fantasy"", ""Adventure""",The Art of Getting By,,,,,
tt309503,Orphaned brothers Kutchek and Gore are adopted by a tribe led by Canary the owner of a powerful jewel. The evil Kadar wants both Canary and the jewel. Attacking the tribe he kidnaps Canary but the stone eludes him. The brothers are taken to be trained as gladiators and years later have grown to be VERY big. They escape and set off on a quest to find the jewel and rescue Canary., English ,5.5,,,,"""Drama"", ""Romance""",Zipper,,,,,
tt14293,"George, a lonely and fatalistic teen who's made it all the way to his senior year without ever having done a real day of work, is befriended by Sally, a popular but complicated girl who recognizes in him a kindred spirit.", English ,6.5,,,,"""Thriller"", ""Drama""",Poolhall Junkies,,,,,
tt15059,"Sam Ellis is a man on the rise — a hot-shot federal prosecutor on the cusp of a bright political future. But what was meant to be a one-time experience with an escort turns into a growing addiction — a new demon threatening to destroy his life, family, and career.", English ,5.2,,,,"""Comedy"", ""Drama"", ""Thriller""",The Loss of Sexual Innocence,,,,,
tt103328,A retired pool hustler is forced to pick up the stick again when his brother starts a game he can't finish., English ,6.9,,,,"""Drama""",Holy Motors,,,,,
tt157847,The story of the sexual development of a filmmaker through three stages of his life., English ,6.5,,,,"""Drama"", ""Fantasy""",Joe,,,,,
tt25719,"We follow 24 hours in the life of a being moving from life to life like a cold and solitary assassin moving from hit to hit. In each of these interwoven lives, the being possesses an entirely distinct identity: sometimes a man, sometimes a woman, sometimes youthful, sometimes old. By turns murderer, beggar, company chairman, monstrous creature, worker, family man.", English ,7,,,,"""Drama""",Shooting Fish,,,,,
tt48309,The rough-hewn boss of a lumber crew courts trouble when he steps in to protect the youngest member of his team from an abusive father., English ,6.7,,,,"""Crime"", ""Comedy"", ""Romance""",Prison,,,,,
tt27723,"Two con artists (Dan Futterman, Stuart Townsend) hire an unwitting medical-school student (Kate Beckinsale) as a secretary for their latest scam.", English ,6,,,,"""Crime"", ""Drama"", ""Horror"", ""Thriller""",Psycho Beach Party,,,,,
tt20468,"After Charles Forsyth was sent to the electric chair for a crime he didn't commit, he forever haunts the prison where he was executed. Flash forward several years when the prison is reopened, under the control of its new warden Eaton Sharpe, a former security guard who framed Charlie. When prisoners are ordered to break down the wall to the execution room, they unknowingly release the angry spirit of Charles Forsyth, a powerful being distributing his murderous rage to all, leading up to the Warden himself.", English ,5.8,,,,"""Comedy""",The Big Tease,,,,,
tt242575,"Spoof of 1960's Beach Party/Gidget surfing movies mixed with slasher horror films. A not-so-innocent girl in 1960's Malibu becomes the first girl surfer at Malibu Beach, only she suffers from dissociative identity disorder and occasionally her alter ego, a sexually aggressive, foul-speaking girl, comes out. During her ""episodes"" several beach goers are found murdered.", English ,8.1,,,,"""Comedy"", ""Foreign""",Guten Tag Ram√≥n,,,,,
tt44945,"Thinking he's competing in Los Angeles' hot Platinum Scissors contest, Scottish hairstylist Crawford (Craig Ferguson) leaves Glasgow with a film crew to capture the event. When he learns he's a mere audience member, Crawford must find a way to become the mane event. Abhorrent Norwegian Stig is his stiff-as-gel competition. Drew Carey and others make cameo appearances in this hysterical mockumentar", English ,6.6,,,,"""Drama""",Trust,,,,,
tt29122,"After five failed attempts to go to the United States, 18-year-old Ramón decides to look for a friend’s aunt in Germany, but never finds her. With no papers or money, and without knowing the language, he barely survives living on the street until he meets Ruth, an old retired nurse who doesn’t speak Spanish. Beyond language barriers and prejudices, they discover that solidarity and humanity make life bearable.", English ,6,,,,"""Crime"", ""Drama"", ""Thriller""",An Everlasting Piece,,,,,
tt125123,"A suburban family is torn apart when fourteen-year-old Annie meets her first boyfriend online. After months of communicating via online chat and phone, Annie discovers her friend is not who he originally claimed to be. Shocked into disbelief, her parents are shattered by their daughter's actions and struggle to support her as she comes to terms with what has happened to her once innocent life.", English ,4.5,,,,"""Comedy"", ""Crime""",Among Giants,,,,,
tt111190,"Colin (Barry McEvoy) is a Catholic and George (Brian O'Byrne) is a poetry-loving Protestant. In Belfast in the 1980s, they could have been enemies, but instead they became business partners. After persuading a mad wig salesman, known as the Scalper (Billy Connolly), to sell them his leads, the two embark on a series of house calls", English ,6.1,,,,"""Comedy"", ""Romance""",Adore,,,,,
tt133575,"A manager hires Ray, off the books, to paint all the power towers in a 15-mile stretch of high-tension wires outside Sheffield. Ray's crew of men are friends, especially Ray with Steve, a young Romeo. Into the mix comes Gerry, an Australian with a spirit of adventure and mountain climbing skills. She wants a job, and against the others' advice, who don't want a woman on the job, Ray hires her. Then she and Ray fall in love. He asks her to marry him, gives her a ring. Steve's jealous; Ray's ex-wife complains that he spends on Gerry, not his own kids, and she predicts that Gerry won't stay around. Plus, there's pressure to finish the job fast. Economics, romance, and wanderlust spark the end.", English ,4.2,,,,"""Drama""",The Velocity of Gary,,,,,
tt54580,"Lil and Roz are two lifelong friends, having grown up together as neighbors in an idyllic beach town. As adults, their sons have developed a friendship as strong as that which binds their mothers. One summer, all four are confronted by simmering emotions that have been mounting between them, and each find unexpected happiness in relationships that cross the bounds of convention.",Spanish,7.1,,,,"""Drama"", ""Romance""",Los lunes al sol,,,,,
tt52015,Gary is in love with Valentino. So is Mary Carmen. Their life changes when Valentino is hit with a deadly disease and is slowly dying in their hands. They tear each other off to end up re-uniting upon their love for the same man., English ,6.2,,,,"""Drama""",Stake Land,,,,,
